id,name,lat,lng,brand_name,brand_id,number_of_votes,rating,cost_for_two
19454637,Globo Combo,12.916489301,77.60409493,N_A,N_A,36.0,3.0,300
18762539,Panjabi Dhaba,12.9167125002,77.6051393151,N_A,N_A,1809.0,3.3,250
19443762,Bherunath Chaats,12.9164170798,77.6060080156,N_A,N_A,37.0,3.2,150
19740738,Trippy Paradise,12.9139984754,77.6108665019,N_A,N_A,38.0,3.2,600
19153629,Dorothy's Kitchen,12.9163131597,77.6171690226,N_A,N_A,1430.0,3.3,300
19564337,Mamatha Restaurant,12.9162844019,77.6171569526,N_A,N_A,22.0,3.1,400
19621344,Shawarma Rolls Cafe,12.9087602096,77.6039480791,N_A,N_A,249.0,3.2,300
19934173,Café Voosh,12.9089468139,77.6047024503,Café Voosh,zomato_café_voosh,0.0,3.2,300
19880486,Donne Biryani House,12.9171268725,77.6070765406,Donne Biryani House,zomato_donne_biryani_house,1618.0,3.5,400
19886909,Namma Madurai Militri,12.9143208497,77.5994608995,N_A,N_A,194.0,3.5,400
19403053,Roti Sabji.Com,12.9140589326,77.6108259335,N_A,N_A,1717.0,3.5,250
19122308,Marmali Kitchen,12.916399,77.6165599,N_A,N_A,1234.0,3.6,300
18232682,Svadu Pure Ghee Sweets,12.9139863839,77.6096725836,N_A,N_A,231.0,3.5,400
19742050,Fuking Chinese,12.9139857303,77.6108004525,N_A,N_A,65.0,3.5,500
19544834,Nati Mane,12.9086376586,77.6038857177,N_A,N_A,207.0,3.5,300
19887801,Rolls & Parathas @99,12.9139700441,77.6108631492,N_A,N_A,12.0,3.6,400
18751897,Andhra Bhojanam,12.9150958534,77.6153618842,Andhra Bhojanam,zomato_andhra_bhojanam,7094.0,3.5,500
19928056,Hungry Habibi,12.9136324637,77.6053082943,N_A,N_A,333.0,3.5,350
19867554,Calcutta Street,12.906696442,77.6113251597,N_A,N_A,141.0,3.5,500
19829950,Iyengars Bake House,12.9072392652,77.610938251,N_A,N_A,79.0,3.5,250
19718410,Punjabi Tashan,12.9136514179,77.6100407168,N_A,N_A,42.0,3.5,400
19862182,Restro Cafe,12.9167811266,77.5938857719,N_A,N_A,42.0,3.5,400
18551643,Sweet Truth - Cake and Desserts,12.920222,77.610472,Sweet Truth - Cake and Desserts,zomato_sweet_truth_-_cake_and_desserts,948.0,3.6,100
18942965,The Good Bowl,12.920222,77.610472,The Good Bowl,zomato_the_good_bowl,2372.0,3.7,500
19871027,The Lassi Corner,12.912877563,77.6101607457,The Lassi Corner,zomato_the_lassi_corner,18.0,3.6,300
19900282,New Ande Ka Funda,12.9117229854,77.6034900919,N_A,N_A,33.0,3.7,200
19540195,Rajasthan Samosa Kachori & Chat,12.9163723092,77.6059811935,N_A,N_A,90.0,3.6,150
19698466,Chakhna = Starters,12.9115595859,77.6157005131,N_A,N_A,27.0,3.8,400
19622808,Desi Us,12.9126939029,77.6106096804,N_A,N_A,511.0,3.6,500
19824070,7 Momoos,12.9117922668,77.6063875481,N_A,N_A,33.0,3.8,200
19694538,Famous 99 Variety Dosa,12.913461876,77.5997759029,N_A,N_A,13.0,3.5,250
19454635,Pizza Binge,12.9165206731,77.6041267812,Pizza Binge,zomato_pizza_binge,137.0,3.6,500
18148977,AB's - Absolute Barbecues,12.916451393,77.6041207463,AB's - Absolute Barbecues,zomato_ab's_-_absolute_barbecues,9340.0,4.2,1400
18432980,Donne Biriyani House,12.9200483739,77.5952054188,Donne Biriyani House,zomato_donne_biriyani_house,16800.0,3.9,400
53311,Ande Ka Funda,12.9117373646,77.6035477594,Ande Ka Funda,zomato_ande_ka_funda,1402.0,3.5,200
18677149,Keventers - Milkshakes & Desserts,12.9138367114,77.6082878932,Keventers - Milkshakes & Desserts,zomato_keventers_-_milkshakes_&_desserts,3250.0,3.9,400
19091185,The Red Box,12.916611,77.595583,N_A,N_A,3921.0,3.9,400
19455300,Chinese BAE,12.9139543579,77.6088783145,Chinese BAE,zomato_chinese_bae,3438.0,3.7,500
19624128,Tart,12.9152298391,77.6001654938,N_A,N_A,418.0,3.9,500
18729394,Thanco's Natural Ice Cream,12.9129311578,77.610004507,N_A,N_A,612.0,3.6,400
54654,Tandoor Garden,12.9165092353,77.6047550887,N_A,N_A,339.0,3.5,350
19933810,Shawarma Station,12.9052296891,77.6108319733,N_A,N_A,71.0,3.9,150
19336858,The Kabab Club,12.9176585622,77.6068519056,N_A,N_A,266.0,3.9,600
19739323,Chef’s Knife,12.9139122012,77.6108058169,N_A,N_A,53.0,3.8,400
19717049,Manchurian Bites,12.9139984714,77.6100173126,N_A,N_A,59.0,3.8,400
